chapter_title,unit_title,unit_link,specialty,mean_score,median_score,word_count,figure_count
1: Essential Ideas,1.10: Exercises,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/01%3A_Essential_Ideas/1.10%3A_Exercises,General,0.5399999999999999,0.5285714285714286,2409,2
"2: Atoms, Molecules, and Ions",2.0: Introduction,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.00%3A_Introduction,General,0.5399999999999999,0.5285714285714286,435,2
"2: Atoms, Molecules, and Ions",2.1: Early Ideas in Atomic Theory,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.01%3A_Early_Ideas_in_Atomic_Theory,General,0.5399999999999999,0.5285714285714286,1328,7
"2: Atoms, Molecules, and Ions",2.2: Evolution of Atomic Theory,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.02%3A_Evolution_of_Atomic_Theory,General,0.5399999999999999,0.5285714285714286,1587,6
"2: Atoms, Molecules, and Ions",2.3: Atomic Structure and Symbolism,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.03%3A_Atomic_Structure_and_Symbolism,General,0.5399999999999999,0.5285714285714286,2893,6
"2: Atoms, Molecules, and Ions",2.4: Chemical Formulas,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.04%3A_Chemical_Formulas,General,0.5399999999999999,0.5285714285714286,1613,10
"2: Atoms, Molecules, and Ions",2.5: The Periodic Table,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.05%3A_The_Periodic_Table,General,0.5399999999999999,0.5285714285714286,1597,4
"2: Atoms, Molecules, and Ions",2.6: Molecular and Ionic Compounds,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.06%3A_Molecular_and_Ionic_Compounds,General,0.5399999999999999,0.5285714285714286,2639,5
"2: Atoms, Molecules, and Ions",2.7: Chemical Nomenclature,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.07%3A_Chemical_Nomenclature,General,0.5399999999999999,0.5285714285714286,2120,2
"2: Atoms, Molecules, and Ions",2.8: Key Terms,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.08%3A_Key_Terms,General,0.5399999999999999,0.5285714285714286,134,1
"2: Atoms, Molecules, and Ions",2.9: Key Equations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.09%3A_Key_Equations,General,0.5399999999999999,0.5285714285714286,134,0
"2: Atoms, Molecules, and Ions",2.10: Summary,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.10%3A_Summary,General,0.5399999999999999,0.5285714285714286,1195,0
"2: Atoms, Molecules, and Ions",2.11: Exercises,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/02%3A_Atoms_Molecules_and_Ions/2.11%3A_Exercises,General,0.5399999999999999,0.5285714285714286,1639,12
3: Composition of Substances and Solutions,3.0: Introduction,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/03%3A_Composition_of_Substances_and_Solutions/3.00%3A_Introduction,General,0.5399999999999999,0.5285714285714286,307,1
3: Composition of Substances and Solutions,3.1: Formula Mass and the Mole Concept,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/03%3A_Composition_of_Substances_and_Solutions/3.01%3A_Formula_Mass_and_the_Mole_Concept,General,0.5399999999999999,0.5285714285714286,3149,20
3: Composition of Substances and Solutions,3.2: Determining Empirical and Molecular Formulas,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/03%3A_Composition_of_Substances_and_Solutions/3.02%3A_Determining_Empirical_and_Molecular_Formulas,General,0.5399999999999999,0.5285714285714286,2828,4
3: Composition of Substances and Solutions,3.3: Molarity,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/03%3A_Composition_of_Substances_and_Solutions/3.03%3A_Molarity,General,0.5399999999999999,0.5285714285714286,2386,4
3: Composition of Substances and Solutions,3.4: Other Units for Solution Concentrations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/03%3A_Composition_of_Substances_and_Solutions/3.04%3A_Other_Units_for_Solution_Concentrations,General,0.5399999999999999,0.5285714285714286,1685,5
3: Composition of Substances and Solutions,3.5: Key Terms,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/03%3A_Composition_of_Substances_and_Solutions/3.05%3A_Key_Terms,General,0.5399999999999999,0.5285714285714286,134,1
3: Composition of Substances and Solutions,3.6: Key Equations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/03%3A_Composition_of_Substances_and_Solutions/3.06%3A_Key_Equations,General,0.5399999999999999,0.5285714285714286,134,0
3: Composition of Substances and Solutions,3.7: Summary,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/03%3A_Composition_of_Substances_and_Solutions/3.07%3A_Summary,General,0.5399999999999999,0.5285714285714286,546,0
3: Composition of Substances and Solutions,3.8: Exercises,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/03%3A_Composition_of_Substances_and_Solutions/3.08%3A_Exercises,General,0.5399999999999999,0.5285714285714286,2056,12
4: Stoichiometry of Chemical Reactions,4.0: Introduction,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/04%3A_Stoichiometry_of_Chemical_Reactions/4.00%3A_Introduction,General,0.5399999999999999,0.5285714285714286,322,2
4: Stoichiometry of Chemical Reactions,4.1: Writing and Balancing Chemical Equations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/04%3A_Stoichiometry_of_Chemical_Reactions/4.01%3A_Writing_and_Balancing_Chemical_Equations,General,0.5399999999999999,0.5285714285714286,2352,3
4: Stoichiometry of Chemical Reactions,4.2: Classifying Chemical Reactions,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/04%3A_Stoichiometry_of_Chemical_Reactions/4.02%3A_Classifying_Chemical_Reactions,General,0.5399999999999999,0.5285714285714286,4624,6
4: Stoichiometry of Chemical Reactions,4.3: Reaction Stoichiometry,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/04%3A_Stoichiometry_of_Chemical_Reactions/4.03%3A_Reaction_Stoichiometry,General,0.5399999999999999,0.5285714285714286,1504,8
4: Stoichiometry of Chemical Reactions,4.4: Reaction Yields,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/04%3A_Stoichiometry_of_Chemical_Reactions/4.04%3A_Reaction_Yields,General,0.5399999999999999,0.5285714285714286,1673,4
4: Stoichiometry of Chemical Reactions,4.5: Quantitative Chemical Analysis,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/04%3A_Stoichiometry_of_Chemical_Reactions/4.05%3A_Quantitative_Chemical_Analysis,General,0.5399999999999999,0.5285714285714286,1581,7
4: Stoichiometry of Chemical Reactions,4.6: Key Terms,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/04%3A_Stoichiometry_of_Chemical_Reactions/4.06%3A_Key_Terms,General,0.5399999999999999,0.5285714285714286,134,1
4: Stoichiometry of Chemical Reactions,4.7: Key Equations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/04%3A_Stoichiometry_of_Chemical_Reactions/4.07%3A_Key_Equations,General,0.5399999999999999,0.5285714285714286,134,0
4: Stoichiometry of Chemical Reactions,4.8: Summary,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/04%3A_Stoichiometry_of_Chemical_Reactions/4.08%3A_Summary,General,0.5399999999999999,0.5285714285714286,541,0
4: Stoichiometry of Chemical Reactions,4.9: Exercises,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/04%3A_Stoichiometry_of_Chemical_Reactions/4.09%3A_Exercises,General,0.5399999999999999,0.5285714285714286,3110,6
5: Thermochemistry,5.0: Introduction,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/05%3A_Thermochemistry/5.00%3A_Introduction,General,0.5399999999999999,0.5285714285714286,328,2
5: Thermochemistry,5.1: Energy Basics,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/05%3A_Thermochemistry/5.01%3A_Energy_Basics,General,0.5399999999999999,0.5285714285714286,3175,10
5: Thermochemistry,5.2: Calorimetry,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/05%3A_Thermochemistry/5.02%3A_Calorimetry,General,0.5399999999999999,0.5285714285714286,3973,9
5: Thermochemistry,5.3: Enthalpy,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/05%3A_Thermochemistry/5.03%3A_Enthalpy,General,0.5399999999999999,0.5285714285714286,5166,7
5: Thermochemistry,5.4: Key Terms,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/05%3A_Thermochemistry/5.04%3A_Key_Terms,General,0.5399999999999999,0.5285714285714286,134,1
5: Thermochemistry,5.5: Key Equations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/05%3A_Thermochemistry/5.05%3A_Key_Equations,General,0.5399999999999999,0.5285714285714286,134,0
5: Thermochemistry,5.6: Summary,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/05%3A_Thermochemistry/5.06%3A_Summary,General,0.5399999999999999,0.5285714285714286,584,0
5: Thermochemistry,5.7: Exercises,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/05%3A_Thermochemistry/5.07%3A_Exercises,General,0.5399999999999999,0.5285714285714286,3546,1
6: Electronic Structure and Periodic Properties,6.0: Introduction,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/06%3A_Electronic_Structure_and_Periodic_Properties/6.00%3A_Introduction,General,0.5399999999999999,0.5285714285714286,276,1
6: Electronic Structure and Periodic Properties,6.1: Electromagnetic Energy,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/06%3A_Electronic_Structure_and_Periodic_Properties/6.01%3A_Electromagnetic_Energy,General,0.5399999999999999,0.5285714285714286,4335,13
6: Electronic Structure and Periodic Properties,6.2: The Bohr Model,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/06%3A_Electronic_Structure_and_Periodic_Properties/6.02%3A_The_Bohr_Model,General,0.5399999999999999,0.5285714285714286,1801,3
6: Electronic Structure and Periodic Properties,6.3: Development of Quantum Theory,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/06%3A_Electronic_Structure_and_Periodic_Properties/6.03%3A_Development_of_Quantum_Theory,General,0.5399999999999999,0.5285714285714286,4309,9
6: Electronic Structure and Periodic Properties,6.4: Electronic Structure of Atoms (Electron Configurations),https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/06%3A_Electronic_Structure_and_Periodic_Properties/6.04%3A_Electronic_Structure_of_Atoms_(Electron_Configurations),General,0.5399999999999999,0.5285714285714286,3462,15
6: Electronic Structure and Periodic Properties,6.5: Periodic Variations in Element Properties,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/06%3A_Electronic_Structure_and_Periodic_Properties/6.05%3A_Periodic_Variations_in_Element_Properties,General,0.5399999999999999,0.5285714285714286,2862,8
6: Electronic Structure and Periodic Properties,6.6: Key Terms,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/06%3A_Electronic_Structure_and_Periodic_Properties/6.06%3A_Key_Terms,General,0.5399999999999999,0.5285714285714286,134,1
6: Electronic Structure and Periodic Properties,6.7: Key Equations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/06%3A_Electronic_Structure_and_Periodic_Properties/6.07%3A_Key_Equations,General,0.5399999999999999,0.5285714285714286,134,0
6: Electronic Structure and Periodic Properties,6.8: Summary,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/06%3A_Electronic_Structure_and_Periodic_Properties/6.08%3A_Summary,General,0.5399999999999999,0.5285714285714286,1273,0
6: Electronic Structure and Periodic Properties,6.9: Exercises,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/06%3A_Electronic_Structure_and_Periodic_Properties/6.09%3A_Exercises,General,0.5399999999999999,0.5285714285714286,2466,3
7: Chemical Bonding and Molecular Geometry,7.0: Introduction,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.00%3A_Introduction,General,0.5399999999999999,0.5285714285714286,256,2
7: Chemical Bonding and Molecular Geometry,7.1: Ionic Bonding,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.01%3A_Ionic_Bonding,General,0.5399999999999999,0.5285714285714286,1894,3
7: Chemical Bonding and Molecular Geometry,7.2: Covalent Bonding,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.02%3A_Covalent_Bonding,General,0.5399999999999999,0.5285714285714286,2017,6
7: Chemical Bonding and Molecular Geometry,7.3: Lewis Symbols and Structures,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.03%3A_Lewis_Symbols_and_Structures,General,0.5399999999999999,0.5285714285714286,2469,35
7: Chemical Bonding and Molecular Geometry,7.4: Formal Charges and Resonance,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.04%3A_Formal_Charges_and_Resonance,General,0.5399999999999999,0.5285714285714286,1579,14
7: Chemical Bonding and Molecular Geometry,7.5: Strengths of Ionic and Covalent Bonds,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.05%3A_Strengths_of_Ionic_and_Covalent_Bonds,General,0.5399999999999999,0.5285714285714286,2514,5
7: Chemical Bonding and Molecular Geometry,7.6: Molecular Structure and Polarity,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.06%3A_Molecular_Structure_and_Polarity,General,0.5399999999999999,0.5285714285714286,3738,28
7: Chemical Bonding and Molecular Geometry,7.7: Key Terms,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.07%3A_Key_Terms,General,0.5399999999999999,0.5285714285714286,134,1
7: Chemical Bonding and Molecular Geometry,7.8: Key Equations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.08%3A_Key_Equations,General,0.5399999999999999,0.5285714285714286,134,0
7: Chemical Bonding and Molecular Geometry,7.9: Summary,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.09%3A_Summary,General,0.5399999999999999,0.5285714285714286,790,0
7: Chemical Bonding and Molecular Geometry,7.10: Exercises,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/07%3A_Chemical_Bonding_and_Molecular_Geometry/7.10%3A_Exercises,General,0.5399999999999999,0.5285714285714286,2972,19
8: Advanced Theories of Covalent Bonding,8.0: Introduction,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/08%3A_Advanced_Theories_of_Covalent_Bonding/8.00%3A_Introduction,General,0.5399999999999999,0.5285714285714286,330,3
8: Advanced Theories of Covalent Bonding,8.1: Valence Bond Theory,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/08%3A_Advanced_Theories_of_Covalent_Bonding/8.01%3A_Valence_Bond_Theory,General,0.5399999999999999,0.5285714285714286,1560,8
8: Advanced Theories of Covalent Bonding,8.2: Hybrid Atomic Orbitals,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/08%3A_Advanced_Theories_of_Covalent_Bonding/8.02%3A_Hybrid_Atomic_Orbitals,General,0.5399999999999999,0.5285714285714286,2562,22
8: Advanced Theories of Covalent Bonding,8.3: Multiple Bonds,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/08%3A_Advanced_Theories_of_Covalent_Bonding/8.03%3A_Multiple_Bonds,General,0.5399999999999999,0.5285714285714286,955,8
8: Advanced Theories of Covalent Bonding,8.4: Molecular Orbital Theory,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/08%3A_Advanced_Theories_of_Covalent_Bonding/8.04%3A_Molecular_Orbital_Theory,General,0.5399999999999999,0.5285714285714286,4351,19
8: Advanced Theories of Covalent Bonding,8.5: Key Terms,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/08%3A_Advanced_Theories_of_Covalent_Bonding/8.05%3A_Key_Terms,General,0.5399999999999999,0.5285714285714286,134,1
8: Advanced Theories of Covalent Bonding,8.6: Key Equations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/08%3A_Advanced_Theories_of_Covalent_Bonding/8.06%3A_Key_Equations,General,0.5399999999999999,0.5285714285714286,134,0
8: Advanced Theories of Covalent Bonding,8.7: Summary,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/08%3A_Advanced_Theories_of_Covalent_Bonding/8.07%3A_Summary,General,0.5399999999999999,0.5285714285714286,621,0
8: Advanced Theories of Covalent Bonding,8.8: Exercises,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/08%3A_Advanced_Theories_of_Covalent_Bonding/8.08%3A_Exercises,General,0.5399999999999999,0.5285714285714286,1314,7
9: Gases,9.0: Introduction,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.00%3A_Introduction,General,0.5399999999999999,0.5285714285714286,268,1
9: Gases,9.1: Gas Pressure,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.01%3A_Gas_Pressure,General,0.5399999999999999,0.5285714285714286,2403,12
9: Gases,"9.2: Relating Pressure, Volume, Amount, and Temperature - The Ideal Gas Law",https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.02%3A_Relating_Pressure_Volume_Amount_and_Temperature_-_The_Ideal_Gas_Law,General,0.5399999999999999,0.5285714285714286,3916,11
9: Gases,"9.3: Stoichiometry of Gaseous Substances, Mixtures, and Reactions",https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.03%3A_Stoichiometry_of_Gaseous_Substances_Mixtures_and_Reactions,General,0.5399999999999999,0.5285714285714286,3731,9
9: Gases,9.4: Effusion and Diffusion of Gases,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.04%3A_Effusion_and_Diffusion_of_Gases,General,0.5399999999999999,0.5285714285714286,1718,5
9: Gases,9.5: The Kinetic-Molecular Theory,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.05%3A_The_Kinetic-Molecular_Theory,General,0.5399999999999999,0.5285714285714286,1294,5
9: Gases,9.6: Non-Ideal Gas Behavior,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.06%3A_Non-Ideal_Gas_Behavior,General,0.5399999999999999,0.5285714285714286,1185,4
9: Gases,9.7: Key Terms,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.07%3A_Key_Terms,General,0.5399999999999999,0.5285714285714286,134,1
9: Gases,9.8: Key Equations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.08%3A_Key_Equations,General,0.5399999999999999,0.5285714285714286,134,0
9: Gases,9.9: Summary,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.09%3A_Summary,General,0.5399999999999999,0.5285714285714286,702,0
9: Gases,9.10: Exercises,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/09%3A_Gases/9.10%3A_Exercises,General,0.5399999999999999,0.5285714285714286,3690,8
10: Liquids and Solids,10.0: Introduction,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.00%3A_Introduction,General,0.5399999999999999,0.5285714285714286,367,2
10: Liquids and Solids,10.1: Intermolecular Forces,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.01%3A_Intermolecular_Forces,General,0.5399999999999999,0.5285714285714286,3633,15
10: Liquids and Solids,10.2: Properties of Liquids,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.02%3A_Properties_of_Liquids,General,0.5399999999999999,0.5285714285714286,1946,8
10: Liquids and Solids,10.3: Phase Transitions,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.03%3A_Phase_Transitions,General,0.5399999999999999,0.5285714285714286,3609,10
10: Liquids and Solids,10.4: Phase Diagrams,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.04%3A_Phase_Diagrams,General,0.5399999999999999,0.5285714285714286,2116,8
10: Liquids and Solids,10.5: The Solid State of Matter,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.05%3A_The_Solid_State_of_Matter,General,0.5399999999999999,0.5285714285714286,1409,10
10: Liquids and Solids,10.6: Lattice Structures in Crystalline Solids,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.06%3A_Lattice_Structures_in_Crystalline_Solids,General,0.5399999999999999,0.5285714285714286,4691,25
10: Liquids and Solids,10.7: Key Terms,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.07%3A_Key_Terms,General,0.5399999999999999,0.5285714285714286,134,1
10: Liquids and Solids,10.8: Key Equations,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.08%3A_Key_Equations,General,0.5399999999999999,0.5285714285714286,134,0
10: Liquids and Solids,10.9: Summary,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.09%3A_Summary,General,0.5399999999999999,0.5285714285714286,850,0
10: Liquids and Solids,10.10: Exercises,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/10%3A_Liquids_and_Solids/10.10%3A_Exercises,General,0.5399999999999999,0.5285714285714286,3217,7
11: Solutions and Colloids,11.0: Introduction,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/11%3A_Solutions_and_Colloids/11.00%3A_Introduction,General,0.5399999999999999,0.5285714285714286,329,2
11: Solutions and Colloids,11.1: The Dissolution Process,https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)/11%3A_Solutions_and_Colloids/11.01%3A_The_Dissolution_Process,General,0.5399999999999999,0.5285714285714286,1437,5
